Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
201,Text,1/1/1995,Flatland: A Romance of Many Dimensions,en,"Abbott, Edwin Abbott, 1838-1926",Fourth dimension,QA,Science Fiction; Mathematics
202,Text,2/7/2008,My Bondage and My Freedom,en,"Douglass, Frederick, 1818-1895","Douglass, Frederick, 1818-1895; Enslaved persons -- Maryland -- Social conditions -- 19th century; African American abolitionists -- Biography; Abolitionists -- United States -- Biography; Antislavery movements -- United States -- History -- 19th century; Fugitive slaves -- Maryland -- Biography; Plantation life -- Maryland -- History -- 19th century",E300,African American Writers; Slavery
203,Text,13/1/2006,Uncle Tom's Cabin,en,"Stowe, Harriet Beecher, 1811-1896",Slavery -- Fiction; Didactic fiction; Political fiction; Master and servant -- Fiction; African Americans -- Fiction; Southern States -- Fiction; Fugitive slaves -- Fiction; Plantation life -- Fiction; Uncle Tom (Fictitious character) -- Fiction; Enslaved persons -- Fiction,PS,US Civil War; Slavery; Banned Books from Anne Haight's list
204,Text,9/7/2008,The innocence of Father Brown,en,"Chesterton, G. K. (Gilbert Keith), 1874-1936","England -- Fiction; Clergy -- Fiction; Detective and mystery stories, English; Catholics -- Fiction; Brown, Father (Fictitious character) -- Fiction; Detective and mystery stories, English -- Translations into Finnish",PR,Detective Fiction
207,Text,1/1/1995,The Spell of the Yukon and Other Verses,en,"Service, Robert W. (Robert William), 1874-1958",Yukon River Valley (Yukon and Alaska) -- Poetry,PS,Canada
209,Text,1/2/1995,The Turn of the Screw,en,"James, Henry, 1843-1916",England -- Fiction; Psychological fiction; Governesses -- Fiction; Ghost stories; Children -- Fiction,PS,Opera; Best Books Ever Listings; Horror; Gothic Fiction
212,Text,1/2/1995,A List of Factorial Math Constants,en,Unknown,Mathematics; Factorials,QA,Mathematics
213,Text,1/2/1995,The Man from Snowy River,en,"Paterson, A. B. (Andrew Barton), 1864-1941",Frontier and pioneer life -- Australia -- Poetry,PR,Australia
214,Text,3/7/2008,"In the Days When the World Was Wide, and Other Verses",en,"Lawson, Henry, 1867-1922",Frontier and pioneer life -- Australia -- Poetry; Australian poetry,PR,Australia
215,Text,2/7/2008,The call of the wild,en,"London, Jack, 1876-1916",Dogs -- Fiction; Adventure stories; Nature stories; Klondike River Valley (Yukon) -- Fiction; Sled dogs -- Fiction; Pet theft -- Fiction; Feral dogs -- Fiction; Animal welfare -- Fiction,PS,Animals-Domestic; Adventure; Best Books Ever Listings; Movie Books; Banned Books from Anne Haight's list; Banned Books List from the American Library Association
216,Text,1/2/1995,"The Tao Teh King, or the Tao and its Characteristics",en,"Laozi; Legge, James, 1815-1897 [Translator]","Philosophy, Chinese; Taoism -- Sacred books",BL,Paganism
217,Text,16/1/2006,Sons and Lovers,en,"Lawrence, D. H. (David Herbert), 1885-1930",Autobiographical fiction; England -- Fiction; Domestic fiction; Bildungsromans; Young men -- Fiction; Working class families -- Fiction,PR,Best Books Ever Listings; Banned Books from Anne Haight's list; Banned Books List from the American Library Association
219,Text,9/1/2006,Heart of Darkness,en,"Conrad, Joseph, 1857-1924",Africa -- Fiction; Europeans -- Africa -- Fiction; Trading posts -- Fiction; Degeneration -- Fiction; Imperialism -- Fiction; Psychological fiction,PR,Best Books Ever Listings; Movie Books
221,Text,1/2/1995,The Return of Sherlock Holmes,en,"Doyle, Arthur Conan, 1859-1930","Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction; Detective and mystery stories, English",PR,Detective Fiction
222,Text,1/2/1995,The Moon and Sixpence,en,"Maugham, W. Somerset (William Somerset), 1874-1965",England -- Fiction; Psychological fiction; Painters -- Fiction; Tahiti (French Polynesia : Island) -- Fiction,PR,Contemporary Reviews
223,Text,1/2/1995,The wisdom of Father Brown,en,"Chesterton, G. K. (Gilbert Keith), 1874-1936","England -- Fiction; Clergy -- Fiction; Detective and mystery stories, English; Catholics -- Fiction; Brown, Father (Fictitious character) -- Fiction",PR,Detective Fiction
225,Text,11/7/2008,At the Back of the North Wind,en,"MacDonald, George, 1824-1905",Fairy tales,PR; PZ,Children's Literature
228,Text,1/3/1995,The Aeneid,en,"Virgil, 71 BCE-20 BCE; Dryden, John, 1631-1700 [Translator]","Aeneas (Legendary character) -- Poetry; Legends -- Rome -- Poetry; Epic poetry, Latin -- Translations into English",PA,Classical Antiquity; Best Books Ever Listings; Poetry; Harvard Classics
230,Text,1/3/1995,The Bucolics and Eclogues,en,"Virgil, 71 BCE-20 BCE","Pastoral poetry, Latin -- Translations into English; Country life -- Rome -- Poetry",PA,Classical Antiquity
234,Text,2/7/2008,Child Christopher and Goldilind the Fair,en,"Morris, William, 1834-1896",Fantasy fiction,PR,Fantasy
236,Text,16/1/2006,The Jungle Book,en,"Kipling, Rudyard, 1865-1936","Short stories; Animals -- Fiction; Jungles -- Fiction; India -- Fiction; Jungle animals -- Fiction; Mowgli (Fictitious character) -- Fiction; Adventure stories, English; Feral children -- Fiction; India -- History -- 19th century -- Fiction",PR,Scouts; Children's Literature; Movie Books; Contemporary Reviews
238,Text,3/7/2008,Dear Enemy,en,"Webster, Jean, 1876-1916",Orphans -- Fiction,PZ; PS,"Bestsellers, American, 1895-1923"
241,Text,2/7/2008,"Clotelle; Or, The Colored Heroine, a tale of the Southern States; Or, The President's Daughter",en,"Brown, William Wells, 1814?-1884","Children of presidents -- Fiction; Enslaved women -- Fiction; Jefferson, Thomas, 1743-1826 -- Relations with women -- Fiction; Domestic fiction; Illegitimate children -- Fiction; African American women -- Fiction; African American families -- Fiction",PS,African American Writers
244,Text,1/4/1995,A Study in Scarlet,en,"Doyle, Arthur Conan, 1859-1930","Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction; Detective and mystery stories; England -- Fiction",PR,Detective Fiction
261,Text,3/7/2008,A Dome of Many-Coloured Glass,en,"Lowell, Amy, 1874-1925",American poetry,PS,Poetry
262,Text,1/5/1995,The Collected Poems of Rupert Brooke,en,"Brooke, Rupert, 1887-1915; Woodberry, George Edward, 1855-1930 [Author of introduction, etc.]; Lavington, Margaret [Contributor]","English poetry; Poets, English -- 20th century -- Biography; Brooke, Rupert, 1887-1915",PR,Poetry
271,Text,16/1/2006,Black Beauty,en,"Sewell, Anna, 1820-1878",Historical fiction; Horses -- Juvenile fiction; Human-animal relationships -- Juvenile fiction; Great Britain -- History -- 19th century -- Juvenile fiction,PR; PZ,Best Books Ever Listings; Children's Literature
272,Text,1/6/1995,An Open Letter on Translating,en,"Luther, Martin, 1483-1546; Mann, Gary [Translator]",Reformation -- Germany; Bible -- Translating,BR,Christianity
273,Text,1/6/1995,The Smalcald Articles,en,"Luther, Martin, 1483-1546; Bente, F. (Friedrich), 1858-1930 [Translator]; Dau, W. H. T. (William Herman Theodore), 1864-1944 [Translator]",Lutheran Church -- Doctrines -- Early works to 1800; Lutheran Church -- Relations -- Catholic Church -- Early works to 1800; Catholic Church -- Relations -- Lutheran Church -- Early works to 1800; Lutheran Church -- Creeds -- Early works to 1800,BX,Christianity
274,Text,1/6/1995,Disputation of Doctor Martin Luther on the Power and Efficacy of Indulgences,en,"Luther, Martin, 1483-1546",Indulgences; Reformation -- Germany -- Sources,BR,Christianity; Harvard Classics; Banned Books from Anne Haight's list
277,Text,29/6/2008,Trinity Site,en,National Atomic Museum (U.S.),Manhattan Project (U.S.); Atomic bomb -- New Mexico -- Testing -- History,QC; U; D731,World War II
278,Text,14/9/2014,"Trinity Site: 1945-1995.
A National Historic Landmark, White Sands Missile Range, New Mexico",en,White Sands Missile Range (N.M.). Public Affairs Office,Manhattan Project (U.S.); Atomic bomb -- New Mexico -- Los Alamos -- Testing -- History,QC; U; D731,World War II
279,Text,14/9/2014,Photos and Maps of Trinity (Atomic Test) Site,en,White Sands Missile Range (N.M.). Public Affairs Office [Contributor],Manhattan Project (U.S.); Atomic bomb -- New Mexico -- Los Alamos -- Testing -- History,QC; U; D731,World War II
284,Text,1/6/1995,The House of Mirth,en,"Wharton, Edith, 1862-1937",New York (N.Y.) -- Fiction; Psychological fiction; Single women -- Fiction; Social classes -- Fiction,PS,"Bestsellers, American, 1895-1923"
285,Text,9/7/2008,The Lost Continent,en,"Hyne, Charles John Cutcliffe Wright, 1866-1944",Science fiction; Fantasy fiction; Atlantis (Legendary place) -- Fiction; Lost continents -- Fiction,PR,Science Fiction
286,Text,1/6/1995,Laddie: A True Blue Story,en,"Stratton-Porter, Gene, 1863-1924",Didactic fiction; Indiana -- Fiction,PS,"Bestsellers, American, 1895-1923"
288,Text,1/7/1995,The Certain Hour (Dizain des Poëtes),en,"Cabell, James Branch, 1879-1958",Short stories; Fantasy fiction,PS,Fantasy
289,Text,1/7/1995,The Wind in the Willows,en,"Grahame, Kenneth, 1859-1932",Fantasy fiction; Animals -- Fiction; Humorous stories; England -- Fiction; Friendship -- Fiction; Pastoral fiction; Country life -- Fiction; River life -- Fiction,PR; PZ,Best Books Ever Listings; Children's Literature
293,Text,15/3/2006,Paul Prescott's Charge,en,"Alger, Horatio, Jr., 1832-1899",Orphans -- Fiction; Runaway teenagers -- Fiction; Conduct of life -- Fiction; New York (N.Y.) -- History -- 19th century -- Fiction,PZ; PS,Children's Fiction
296,Text,15/3/2006,The Cash Boy,en,"Alger, Horatio, Jr., 1832-1899",Adoptees -- Juvenile fiction; Orphans -- Juvenile fiction; Didactic fiction; Baseball -- Juvenile fiction; Adventure stories; Boys -- Juvenile fiction,PZ; PS,Children's Fiction
298,Text,9/7/2008,The Market-Place,en,"Frederic, Harold, 1856-1898",England -- Fiction; Swindlers and swindling -- Fiction; Nobility -- Fiction; Capitalists and financiers -- Fiction; Stock exchanges -- Fiction; Jews -- Fiction,PS,"Bestsellers, American, 1895-1923"
300,Text,1/7/1995,United States Declaration of Independence,en,"Jefferson, Thomas, 1743-1826","United States -- History -- Revolution, 1775-1783 -- Sources",E201; JK,Politics
302,Text,1/7/1995,The Fibonacci Number Series,en,"Husted, Michael",Mathematics; Fibonacci numbers,QA,Mathematics
304,Text,1/8/1995,"Rio Grande's Last Race, and Other Verses",en,"Paterson, A. B. (Andrew Barton), 1864-1941",Australian poetry,PR,Australia
305,Text,2/7/2008,The Count's Millions,en,"Gaboriau, Emile, 1832-1873",Fiction; Detective and mystery stories,PQ,Detective Fiction
307,Text,29/6/2008,"Three Elephant Power, and Other Stories",en,"Paterson, A. B. (Andrew Barton), 1864-1941","Frontier and pioneer life -- Australia -- Fiction; Short stories, Australian; Australia -- Social life and customs -- Fiction",PR,Australia
308,Text,1/8/1995,Three Men in a Boat (To Say Nothing of the Dog),en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927","Young men -- Travel -- England -- Thames River -- Fiction; Boats and boating -- England -- Thames River -- Fiction; Dogs -- Fiction; Humorous stories, English; Thames River (England) -- Fiction; Male friendship -- Fiction",PR,Best Books Ever Listings; Humor
315,Text,1/8/1995,Rhymes of a Red Cross Man,en,"Service, Robert W. (Robert William), 1874-1958","World War, 1914-1918 -- Poetry",PS,"Bestsellers, American, 1895-1923"
316,Text,5/7/2008,The Golden Road,en,"Montgomery, L. M. (Lucy Maud), 1874-1942","Prince Edward Island -- Juvenile fiction; Friendship -- Juvenile fiction; Children's stories, Canadian; Authorship -- Juvenile fiction; Publishers and publishing -- Juvenile fiction",PZ; PS,Children's Literature; Canada
322,Text,1/9/1995,St. Ives: Being the Adventures of a French Prisoner in England,en,"Stevenson, Robert Louis, 1850-1894",Prisoners of war -- Fiction; French -- England -- Fiction,PR,Historical Fiction
327,Text,1/9/1995,The Princess Aline,en,"Davis, Richard Harding, 1864-1916",Young men -- Fiction; Princesses -- Fiction,PS,"Bestsellers, American, 1895-1923"
332,Text,2/7/2008,The Burial of the Guns,en,"Page, Thomas Nelson, 1853-1922",Short stories; United States -- Social life and customs -- 19th century -- Fiction,PS,US Civil War
336,Text,5/7/2008,Indian Heroes and Great Chieftains,en,"Eastman, Charles A., 1858-1939",Heroes; Indians of North America -- Biography; Dakota Indians -- Biography,E011,Native America
337,Text,5/7/2008,Indian Boyhood,en,"Eastman, Charles A., 1858-1939","Indians of North America -- Biography; Indian children -- North America; Eastman, Charles Alexander, 1858-1939 -- Childhood and youth; Santee Indians -- Social life and customs; Santee Indians -- Biography",E011,Native America
338,Text,5/7/2008,Old Indian Legends,en,"Zitkala-Sa, 1876-1938",Dakota Indians -- Folklore,E011,Native America
339,Text,5/7/2008,Old Indian Days,en,"Eastman, Charles A., 1858-1939",Indians of North America -- Fiction; Dakota Indians -- Fiction,PS,Native America
340,Text,5/7/2008,The Soul of the Indian: An Interpretation,en,"Eastman, Charles A., 1858-1939",Indians of North America -- Religion; Indian mythology -- North America; Indian philosophy -- North America,E011,Native America
341,Text,1/10/1995,Myths and Legends of the Sioux,en,"McLaughlin, Marie L., 1842-",Mdewakanton Indians -- Folklore; Dakota Indians -- Folklore,E011,Folklore; Native America
342,Text,1/10/1995,Margaret Ogilvy,en,"Barrie, J. M. (James Matthew), 1860-1937","Barrie, Margaret Ogilvy",DA,"Bestsellers, American, 1895-1923"
345,Text,1/10/1995,Dracula,en,"Stoker, Bram, 1847-1912","Horror tales; Epistolary fiction; Gothic fiction; Vampires -- Fiction; Dracula, Count (Fictitious character) -- Fiction; Transylvania (Romania) -- Fiction; Whitby (England) -- Fiction",PR,Horror; Gothic Fiction; Mystery Fiction; Movie Books
348,Text,5/7/2008,"Hesiod, the Homeric Hymns, and Homerica",en,"Hesiod; Evelyn-White, Hugh G. (Hugh Gerard), 1884-1924 [Translator]","Epic poetry, Greek; Epic poetry, Greek -- Translations into English; Hesiod -- Translations into English; Gods, Greek -- Poetry; Hymns, Greek (Classical) -- Translations into English",PA,Classical Antiquity
349,Text,1/10/1995,The Harvester,en,"Stratton-Porter, Gene, 1863-1924",Herbalists -- Fiction; Didactic fiction; Indiana -- Fiction,PS,"Bestsellers, American, 1895-1923"
353,Text,5/7/2008,"In Flanders Fields, and Other Poems",en,"McCrae, John, 1872-1918; Macphail, Andrew, 1864-1938 [Contributor]","World War, 1914-1918 -- Poetry; Patriotic poetry; English poetry; McCrae, John, 1872-1918",PR,"World War I; Bestsellers, American, 1895-1923"
360,Text,1/11/1995,What is Property? An Inquiry into the Principle of Right and of Government,en,"Proudhon, P.-J. (Pierre-Joseph), 1809-1865",Economics; Property,HB,Anarchism
369,Text,11/7/2008,The outlaw of Torn,en,"Burroughs, Edgar Rice, 1875-1950","Historical fiction; Outlaws -- Fiction; Great Britain -- History -- Henry III, 1216-1272 -- Fiction",PS,Science Fiction
375,Text,1/12/1995,An Occurrence at Owl Creek Bridge,en,"Bierce, Ambrose, 1842-1914?","Short stories; United States -- History -- Civil War, 1861-1865 -- Fiction; Prisoners -- Fiction",PS,Horror; US Civil War
382,Text,1/12/1995,Edinburgh: Picturesque Notes,en,"Stevenson, Robert Louis, 1850-1894",Edinburgh (Scotland) -- Description and travel,DA,United Kingdom
383,Text,1/12/1995,"She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy",en,"Goldsmith, Oliver, 1730?-1774",Comedies,PR,Harvard Classics
384,Text,1/1/1996,The Lost Prince,en,"Burnett, Frances Hodgson, 1849-1924",People with disabilities -- Fiction; Fathers and sons -- Fiction; Princes -- Fiction; Refugees -- Fiction,PZ; PS,Children's Literature
385,Text,1/1/1996,"The Redheaded Outfield, and Other Baseball Stories",en,"Grey, Zane, 1872-1939","Fiction; Short stories; Baseball stories, American",PS,Western
388,Text,19/10/2004,The Crossing,en,"Churchill, Winston, 1871-1947","Historical fiction; Frontier and pioneer life -- Fiction; Louisiana -- Fiction; Northwest, Old -- History -- Revolution, 1775-1783 -- Fiction; Kentucky -- Fiction; Clark, George Rogers, 1752-1818 -- Fiction",PS,"Bestsellers, American, 1895-1923"
